"IMSI","IMEI","Start GUMMEI","End GUMMEI","Start Time","End Time","Start Type","End Type","Start MME UE S1AP ID","End MME UE S1AP ID","Start eNB UE S1AP ID","End eNB UE S1AP ID","Total","IMSI Blank","LSR No Key","LSR No IMEI","IMSI Mapped","DMS Not Match","KEY NO IMEI","KEY NO IMSI","IMEI NO KEY","IMEI NO IMSI","IMEI NO NewIMSI","IMSI NO KEY","IMSI NO IMEI","NewIMSI NO IMEI","IMEI Mapped","NewIMSI NO NewIMEI","KEY IMSI Mapping","IMEI IMSI Mapping","DMS IMSI Mapping","KEY NO IMEI Mapping","IMEI NO KEY Mapping","Session Error","Start Type:Connection Reestablishment","Start Type:New Connection","Start Type:S1 Handover","Start Type:Unknown","Start Type:X2 Handover","End Type:Connection Release","End Type:Failed Attempt","End Type:Intra-eNB Handover","End Type:Outgoing S1 Handover","End Type:Outgoing X2 Handover","End Type:Unknown","DMS Match","Key Rate","IMEI Rate","Orig IMSI Rate","KEY NO IMEI Rate","KEY NO IMSI Rate","IMEI NO KEY Rate","IMEI NO IMSI Rate","IMEI NO NewIMSI Rate","IMSI NO KEY Rate","IMSI NO IMEI Rate","NewIMSI NO IMEI Rate","NewIMEI Rate","NewIMSI NO NewIMEI Rate","DMS Not Match Rate","Keyed DMS Match Rate","DMS Match Rate","Mapped Rate","Keyed Mapped Rate","Keyed Mapped Rate (with Blank)","KEY IMSI Mapping Rate","IMEI IMSI Mapping Rate","DMS IMSI Mapping Rate","KEY NO IMEI Mapping Rate","IMEI NO KEY Mapping Rate","File Path","File Time","Sync Time"
"106341","132220","380221","87777","429422","429422","429422","429422","399639","401114","396355","394812","429422","7526","32147","297202","319520","70244","265070","290947","15","26312","3799","13","433","191099","323319","0","302929","131875","323222","191347","0","0","25336","339748","104","10626","53608","333030","4013","2","47","77564","14766","327031.0","92.51%","30.79%","24.76%","61.73%","67.75%","0.0%","6.13%","0.88%","0.0%","0.1%","44.5%","75.29%","0.0%","16.36%","82.32%","76.16%","74.41%","80.43%","82.32%","70.54%","30.71%","75.27%","44.56%","0.0%","10.108.200.141/180518/15/2018051815.1526629283.csv","2018-05-18 15:41:23","2018-05-18 15:44:28"
"101299","125881","361486","82704","407065","407065","407065","407065","377978","379437","374095","372603","407065","7592","32013","281184","313918","53549","249177","273758","6","24970","2005","5","388","190042","315923","0","303631","125538","315875","190337","0","0","23315","322093","108","10904","50645","314190","4248","","63","73189","15375","321503.0","92.14%","30.92%","24.89%","61.21%","67.25%","0.0%","6.13%","0.49%","0.0%","0.1%","46.69%","77.61%","0.0%","13.15%","85.72%","78.98%","77.12%","83.7%","85.72%","74.59%","30.84%","77.6%","46.76%","0.0%","10.108.200.141/180518/15/2018051815.1526629038.csv","2018-05-18 15:37:18","2018-05-18 15:41:07"
"130306","161909","459112","100474","515994","515994","515994","515994","480678","482372","476495","474597","515994","8213","38401","354085","359963","109443","315708","347311","24","32143","7775","24","540","205829","367738","0","327545","161555","367531","205976","0","0","28172","414244","143","13705","59730","404022","5176","1","64","88013","18718","368150.0","92.56%","31.38%","25.25%","61.18%","67.31%","0.0%","6.23%","1.51%","0.0%","0.1%","39.89%","71.27%","0.0%","21.21%","77.08%","71.35%","69.76%","75.37%","77.09%","63.48%","31.31%","71.23%","39.92%","0.0%","10.108.200.141/180518/15/2018051815.1526628738.csv","2018-05-18 15:32:18","2018-05-18 15:36:18"
"0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","1","","0","0","0","0","1","0","0","0","1.0","100.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","0.0%","10.108.200.141/180518/14/2018051814.1526628673.csv","2018-05-18 15:31:13","2018-05-18 15:32:03"
"102203","126661","354676","72399","398712","398712","398712","398712","371082","372302","368118","366854","398712","7573","29788","272051","313711","47657","242280","266738","17","24845","1946","17","387","188996","315657","0","304166","126337","315613","189276","0","0","20991","322605","139","12012","42965","316367","3588","2","49","63046","15660","321267.0","92.53%","31.77%","25.63%","60.77%","66.9%","0.0%","6.23%","0.49%","0.0%","0.1%","47.4%","79.17%","0.0%","11.95%","87.08%","80.58%","78.68%","85.03%","87.09%","76.29%","31.69%","79.16%","47.47%","0.0%","10.108.200.141/180518/15/2018051815.1526628493.csv","2018-05-18 15:28:13","2018-05-18 15:31:13"
"108490","134449","385596","87665","433572","433572","433572","433572","404745","406170","400729","399038","433572","5536","31949","299123","267894","128221","267200","293159","26","26418","10073","26","459","143518","277967","0","226343","134056","277613","143557","0","0","23785","343949","121","11229","54488","335361","3604","","48","78678","15881","273402.0","92.63%","31.01%","25.02%","61.63%","67.61%","0.01%","6.09%","2.32%","0.01%","0.11%","33.1%","64.11%","0.0%","29.57%","68.07%","63.06%","61.79%","66.7%","68.08%","52.2%","30.92%","64.03%","33.11%","0.0%","10.108.200.141/180518/15/2018051815.1526628243.csv","2018-05-18 15:24:03","2018-05-18 15:27:42"
"4","4","5","1","860","860","860","860","857","857","5","5","860","0","855","856","5","0","1","1","0","0","0","0","0","1","5","0","5","4","5","1","0","0","0","8","","0","852","0","3","","0","0","857","5.0","0.58%","0.47%","0.47%","0.12%","0.12%","0.0%","0.0%","0.0%","0.0%","0.0%","0.12%","0.58%","0.0%","0.0%","100.0%","0.58%","0.58%","100.0%","100.0%","0.58%","0.47%","0.58%","0.12%","0.0%","10.108.200.141/180518/14/2018051814.1526628063.csv","2018-05-18 15:21:03","2018-05-18 15:22:08"
"124269","154106","438046","96380","490567","490567","490567","490567","456796","458373","454973","453237","490567","7705","34568","336461","347847","100474","301920","331757","27","30318","6856","27","481","200597","354703","0","318851","153695","354489","200794","0","0","26636","394500","122","13050","56259","384373","5018","","40","85363","15773","355525.0","92.95%","31.41%","25.33%","61.55%","67.63%","0.01%","6.18%","1.4%","0.01%","0.1%","40.89%","72.3%","0.0%","20.48%","77.97%","72.47%","70.91%","76.28%","77.97%","65.0%","31.33%","72.26%","40.93%","0.0%","10.108.200.141/180518/15/2018051815.1526627943.csv","2018-05-18 15:19:03","2018-05-18 15:23:03"
"17","17","28","3","9604","9604","9604","9604","3513","3513","27","27","9604","0","9579","9587","25","2","10","10","2","0","0","2","0","8","25","0","19","17","25","8","0","0","288","1579","","4248","3489","1","1554","2","0","0","8047","23.0","0.26%","0.18%","0.18%","0.1%","0.1%","0.02%","0.0%","0.0%","0.02%","0.0%","0.08%","0.26%","0.0%","0.02%","92.0%","0.24%","0.26%","100.0%","100.0%","0.2%","0.18%","0.26%","0.08%","0.0%","10.108.200.141/180518/14/2018051814.1526627793.csv","2018-05-18 15:16:33","2018-05-18 15:20:03"
"108350","134159","380683","84354","412505","412505","412505","412505","394325","395684","394059","392557","412505","7548","17525","278346","323294","64151","260834","286641","13","26182","3265","11","373","192400","326559","0","308350","133788","326484","192696","0","0","23392","338949","109","3329","46726","332435","1220","","60","75064","3726","330829.0","95.75%","32.52%","26.27%","63.23%","69.49%","0.0%","6.35%","0.79%","0.0%","0.09%","46.64%","79.16%","0.0%","15.55%","83.76%","80.2%","78.37%","81.85%","83.76%","74.75%","32.43%","79.15%","46.71%","0.0%","10.108.200.141/180518/15/2018051815.1526627698.csv","2018-05-18 15:14:58","2018-05-18 15:18:57"
"66","74","1640","1597","21543","21543","21543","21543","4812","4823","1601","1559","21543","0","19937","21469","156","1451","1533","1541","1","8","6","1","0","88","162","0","104","73","161","88","0","0","843","4443","","11694","4563","0","4209","2","0","1616","15716","155.0","7.45%","0.34%","0.31%","7.12%","7.15%","0.0%","0.04%","0.03%","0.0%","0.0%","0.41%","0.75%","0.0%","6.74%","9.65%","0.72%","0.72%","9.71%","9.71%","0.48%","0.34%","0.75%","0.41%","0.0%","10.108.200.141/180518/14/2018051814.1526627543.csv","2018-05-18 15:12:23","2018-05-18 15:15:28"
"126547","157710","420075","63463","453118","453118","453118","453118","441927","443101","441744","441111","453118","6076","10447","295408","301746","134863","284974","316137","13","31691","12932","13","528","156968","314678","0","250148","157316","314304","156988","0","0","21463","392837","133","38","38647","402042","3","","62","50891","120","307808.0","97.69%","34.81%","27.93%","62.89%","69.77%","0.0%","6.99%","2.85%","0.0%","0.12%","34.64%","69.45%","0.0%","29.76%","69.53%","67.93%","66.59%","68.16%","69.54%","55.21%","34.72%","69.36%","34.65%","0.0%","10.108.200.141/180518/15/2018051815.1526627398.csv","2018-05-18 15:09:58","2018-05-18 15:13:58"
"6575","7644","64800","62668","84125","84125","84125","84125","59855","60551","56697","54454","84125","177","27129","76481","12033","44793","49359","50427","7","1070","904","6","1","5293","12937","0","6698","7639","12933","5294","0","0","10971","30272","34","11106","31742","1","4363","","0","64879","14882","12203.0","67.75%","9.09%","7.82%","58.67%","59.94%","0.01%","1.27%","1.07%","0.01%","0.0%","6.29%","15.38%","0.0%","53.25%","21.41%","14.51%","14.3%","21.11%","21.42%","7.96%","9.08%","15.37%","6.29%","0.0%","10.108.200.141/180518/14/2018051814.1526627273.csv","2018-05-18 15:07:53","2018-05-18 15:11:18"
"101736","127362","317493","20779","345527","345527","345527","345527","339917","340520","339908","340564","345527","3742","5039","218165","212470","124283","213133","238757","7","26015","14308","5","389","99416","226778","0","158199","127023","226382","99359","0","0","13007","313693","87","41","18699","335614","1","","49","9741","122","216205.0","98.54%","36.86%","29.44%","61.68%","69.1%","0.0%","7.53%","4.14%","0.0%","0.11%","28.77%","65.63%","0.0%","35.97%","63.5%","62.57%","61.49%","62.4%","63.5%","45.78%","36.76%","65.52%","28.76%","0.0%","10.108.200.141/180518/15/2018051815.1526627153.csv","2018-05-18 15:05:53","2018-05-18 15:08:53"
"6468","7618","66547","64480","86997","86997","86997","86997","61436","62096","57714","55310","86997","269","28983","79379","13415","44340","50406","51555","10","1150","923","9","0","6720","14338","0","8524","7613","14333","6720","0","0","11613","30163","32","11348","33841","0","4686","","0","66622","15689","13674.0","66.69%","8.76%","7.43%","57.94%","59.26%","0.01%","1.32%","1.06%","0.01%","0.0%","7.72%","16.48%","0.0%","50.97%","23.57%","15.72%","15.42%","23.12%","23.59%","9.8%","8.75%","16.48%","7.72%","0.0%","10.108.200.141/180518/14/2018051814.1526627028.csv","2018-05-18 15:03:48","2018-05-18 15:07:42"
"89278","111603","278495","18039","302189","302189","302189","302189","297231","297771","297258","297831","302189","4460","4445","190586","220082","73207","186144","208470","3","22693","8649","4","368","117128","228731","0","187704","111268","228438","117170","0","0","11573","275418","89","7","15102","293335","0","","51","8694","109","224537.0","98.53%","36.93%","29.54%","61.6%","68.99%","0.0%","7.51%","2.86%","0.0%","0.12%","38.76%","75.69%","0.0%","24.23%","75.41%","74.3%","72.83%","73.92%","75.41%","62.11%","36.82%","75.59%","38.77%","0.0%","10.108.200.141/180518/15/2018051815.1526626898.csv","2018-05-18 15:01:38","2018-05-18 15:04:48"
"89740","111520","331768","91219","379918","379918","379918","379918","344787","345986","340904","338782","379918","4232","38233","268398","211037","126448","230197","251971","32","22133","9813","26","353","109330","220850","0","171464","111203","220553","109350","0","0","24080","288262","98","13958","53520","271019","5556","","29","84680","18634","215237.0","89.94%","29.35%","23.62%","60.59%","66.32%","0.01%","5.83%","2.58%","0.01%","0.09%","28.78%","58.13%","0.0%","33.28%","62.99%","56.65%","55.55%","61.76%","63.0%","45.13%","29.27%","58.05%","28.78%","0.0%","10.108.200.141/180518/14/2018051814.1526626728.csv","2018-05-18 14:58:48","2018-05-18 15:02:48"
"99235","123469","342911","69036","384399","384399","384399","384399","358990","360069","356188","355033","384399","7063","27491","260930","287492","62369","233455","257687","16","24625","4094","14","391","168117","291586","0","270664","123147","291487","168340","0","0","20521","312561","103","9645","41569","307396","3599","","22","60258","13124","294539.0","92.85%","32.12%","25.82%","60.73%","67.04%","0.0%","6.41%","1.07%","0.0%","0.1%","43.74%","75.86%","0.0%","16.23%","82.53%","76.62%","74.79%","80.55%","82.53%","70.41%","32.04%","75.83%","43.79%","0.0%","10.108.200.141/180518/14/2018051814.1526626483.csv","2018-05-18 14:54:43","2018-05-18 14:58:42"
"108594","134971","383477","85547","436423","436423","436423","436423","400837","402085","397365","395681","436423","8611","38262","301452","334072","55515","263227","289601","37","26838","2240","34","461","201341","336312","0","323325","134634","336255","201621","0","0","24683","343464","147","16198","51931","334744","4337","","61","76860","20421","342646.0","91.23%","30.93%","24.88%","60.31%","66.36%","0.01%","6.15%","0.51%","0.01%","0.11%","46.13%","77.06%","0.0%","12.72%","86.06%","78.51%","76.55%","83.9%","86.07%","74.09%","30.85%","77.05%","46.2%","0.0%","10.108.200.141/180518/14/2018051814.1526626233.csv","2018-05-18 14:50:33","2018-05-18 14:53:44"
"0","0","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","1","","0","0","0","0","","0","0","1","1.0","100.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","0.0%","10.108.200.141/180518/13/2018051813.1526626148.csv","2018-05-18 14:49:08","2018-05-18 14:49:13"
"124766","154840","438527","97147","490199","490199","490199","490199","458008","459321","454539","452543","490199","9596","34739","335359","376166","69713","300635","330706","15","30597","3342","12","523","224668","379508","0","360584","154475","379406","224931","0","0","26976","393285","141","11877","57920","383239","4351","","81","86481","16047","385747.0","92.91%","31.59%","25.45%","61.33%","67.46%","0.0%","6.24%","0.68%","0.0%","0.11%","45.83%","77.42%","0.0%","14.22%","84.69%","78.69%","76.74%","82.59%","84.7%","73.56%","31.51%","77.4%","45.89%","0.0%","10.108.200.141/180518/14/2018051814.1526625933.csv","2018-05-18 14:45:33","2018-05-18 14:49:33"
"105404","130875","368012","79395","412422","412422","412422","412422","384752","385919","381511","379914","412422","7857","30100","281547","315055","59421","251457","276928","10","25873","2982","10","402","187162","318037","0","301267","130543","317944","187401","0","0","22709","331928","100","10776","46909","322720","3665","","40","71281","14716","322901.0","92.7%","31.73%","25.56%","60.97%","67.15%","0.0%","6.27%","0.72%","0.0%","0.1%","45.38%","77.11%","0.0%","14.41%","84.46%","78.29%","76.39%","82.41%","84.46%","73.05%","31.65%","77.09%","45.44%","0.0%","10.108.200.141/180518/14/2018051814.1526625688.csv","2018-05-18 14:41:28","2018-05-18 14:44:37"
"122259","151957","425066","86732","478089","478089","478089","478089","444338","445593","440765","439197","478089","9304","36405","326132","368063","64334","289744","319438","17","30165","3260","13","467","219366","371323","0","353364","151584","371244","219660","0","0","25565","385692","114","13990","52728","377813","4588","","63","77225","18400","377350.0","92.39%","31.78%","25.57%","60.6%","66.82%","0.0%","6.31%","0.68%","0.0%","0.1%","45.88%","77.67%","0.0%","13.46%","85.43%","78.93%","76.99%","83.33%","85.44%","73.91%","31.71%","77.65%","45.95%","0.0%","10.108.200.141/180518/14/2018051814.1526625388.csv","2018-05-18 14:36:28","2018-05-18 14:40:28"
"112025","139055","393709","85293","442524","442524","442524","442524","411290","412466","407680","406156","442524","8615","33986","303469","340784","59161","269505","296531","22","27424","2810","18","394","204539","343594","0","327894","138695","343519","204824","0","0","25132","353974","99","11243","52076","346786","4637","","61","75500","15540","349377.0","92.32%","31.42%","25.32%","60.9%","67.01%","0.0%","6.2%","0.63%","0.0%","0.09%","46.22%","77.64%","0.0%","13.37%","85.52%","78.95%","77.01%","83.42%","85.52%","74.1%","31.34%","77.63%","46.29%","0.0%","10.108.200.141/180518/14/2018051814.1526625143.csv","2018-05-18 14:32:23","2018-05-18 14:35:57"
"0","0","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","1","0","0","","0","0","1","0.0","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.108.200.141/180518/13/2018051813.1526625053.csv","2018-05-18 14:30:53","2018-05-18 14:31:07"
"103633","128746","362447","77660","406705","406705","406705","406705","375961","377139","372819","371566","406705","7235","33027","277959","301727","64728","244943","270054","11","25554","4054","9","441","177035","305781","0","284719","128356","305672","177316","0","0","23965","327496","79","11185","43980","318657","4719","","35","68361","14933","308950.0","91.88%","31.66%","25.48%","60.23%","66.4%","0.0%","6.28%","1.0%","0.0%","0.11%","43.53%","75.18%","0.0%","15.92%","82.68%","75.96%","74.19%","80.75%","82.68%","70.01%","31.56%","75.16%","43.6%","0.0%","10.108.200.141/180518/14/2018051814.1526624878.csv","2018-05-18 14:27:58","2018-05-18 14:31:52"
"0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","0","","0","1","0","0","","0","0","1","1.0","100.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","0.0%","0.0%","0.0%","100.0%","100.0%","0.0%","0.0%","100.0%","100.0%","100.0%","100.0%","100.0%","100.0%","0.0%","100.0%","100.0%","0.0%","10.108.200.141/180518/13/2018051813.1526624808.csv","2018-05-18 14:26:48","2018-05-18 14:26:57"
"108899","135073","383279","86495","431872","431872","431872","431872","398322","399564","394545","392877","431872","8319","36445","296799","332965","54166","260377","286549","23","26633","2224","21","459","200116","335189","0","322189","134703","335138","200435","0","0","26524","343223","121","12133","49871","333081","4649","","48","77559","16535","341261.0","91.56%","31.28%","25.22%","60.29%","66.35%","0.01%","6.17%","0.51%","0.0%","0.11%","46.34%","77.61%","0.0%","12.54%","86.3%","79.02%","77.1%","84.2%","86.31%","74.6%","31.19%","77.6%","46.41%","0.0%","10.108.200.141/180518/14/2018051814.1526624628.csv","2018-05-18 14:23:48","2018-05-18 14:27:17"
